1262;-1177;2;133;
1218;-1306;2;136;
1226;-1259;2;135;
1268;-1242;2;134;
1225;-1242;2;135;
1220;-1225;2;135;
1227;-1178;2;133;
1155;-1655;2;145;
1210;-1193;2;134;
1258;-1202;2;133;
1214;-1260;2;136;
1177;-1347;2;138;
1170;-1365;2;139;
1248;-1226;2;134;
1293;-1232;2;133;
1236;-1263;2;135;
1255;-1275;2;135;
1196;-1264;2;136;
1268;-1245;2;134;
1246;-1252;2;135;
1294;-1286;2;134;
1248;-1231;2;134;
1274;-1272;2;134;
1230;-1259;2;135;
1265;-1295;2;135;
1257;-1326;2;136;
1259;-1194;2;133;
1244;-1229;2;134;
1229;-1254;2;135;
1206;-1224;2;135;
1170;-1124;2;133;
722;-1173;2;148;
899;-1991;2;155;
1013;-1346;2;143;
1041;-1218;2;139;
783;-1544;2;153;
914;-1505;2;148;
976;-1326;2;143;
803;-1398;2;150;
509;-1458;2;160;
529;-1151;2;155;
447;-1632;2;164;
465;-1465;2;162;
247;-1718;2;171;
28;-1506;3;178;
373;-2016;2;169;
362;-1638;2;167;
311;-1342;2;166;
11;-1482;3;179;
-340;-1255;-2;-164;
134;-1417;3;174;
2;-1392;3;179;
-608;-1234;-2;-153;
139;-1653;3;175;
-228;-1311;-2;-170;
-361;-1829;-2;-168;
-539;-1562;-2;-160;
-550;-1406;-2;-158;
-669;-493;-2;-126;
-216;-2253;-3;-174;
-639;-1438;-2;-156;
-476;-1510;-2;-162;
-681;-1819;-2;-159;
-720;-1506;-2;-154;
-733;-1569;-2;-154;
-755;-1570;-2;-154;
-776;-1339;-2;-149;
-1104;-1575;-2;-144;
-958;-1314;-2;-143;
-1001;-3090;-2;-162;
-2165;-427;-1;-101;
-1269;-1893;-2;-146;
-1635;-1671;-2;-135;
-1614;-1618;-2;-135;
-1771;-1599;-2;-132;
-2055;-1682;-2;-129;
-1904;-1375;-2;-125;
-2056;-1522;-2;-126;
-2125;-1500;-2;-125;
-2627;-1730;-2;-123;
-2901;-1845;-2;-122;
-3637;-1806;-2;-116;
-2759;-1819;-2;-123;
-3299;-1842;-2;-119;
-3001;-1873;-2;-121;
-3078;-1895;-2;-121;
-3187;-1965;-2;-121;
-3098;-1716;-2;-118;
-2938;-1689;-2;-119;
-2867;-1675;-2;-120;
-2963;-1674;-2;-119;
-3044;-1739;-2;-119;
-3488;-1617;-2;-114;
-3216;-1771;-2;-118;
-3440;-1802;-2;-117;
-3297;-1820;-2;-118;
-2798;-1810;-2;-122;
-2788;-1775;-2;-122;
-2875;-1626;-2;-119;
-3170;-1500;-2;-115;
-3280;-1768;-2;-118;
-3207;-1645;-2;-117;
-3002;-1781;-2;-120;
-3016;-1739;-2;-119;
-3054;-1765;-2;-120;
-3296;-1438;-1;-113;
-3223;-1669;-2;-117;
-3319;-1504;-1;-114;
-3399;-1586;-2;-115;
-3467;-1626;-2;-115;
-3470;-1551;-1;-114;
-3476;-1554;-1;-114;
-3401;-1578;-2;-114;
-3456;-1446;-1;-112;
-3573;-1560;-1;-113;
-3553;-1428;-1;-111;
-3496;-1500;-1;-113;
-3598;-1440;-1;-111;
-3874;-1691;-1;-113;
-3719;-1486;-1;-111;
-3723;-1468;-1;-111;
-3698;-1475;-1;-111;
-3638;-1400;-1;-111;
-3678;-1410;-1;-110;
-3559;-1326;-1;-110;
-3512;-1402;-1;-111;
-3192;-1506;-2;-115;
-3150;-1667;-2;-117;
-2926;-2003;-2;-124;
-3379;-1388;-1;-112;
-3548;-1296;-1;-110;
-2992;-1915;-2;-122;
-3061;-1957;-2;-122;
-3214;-1857;-2;-120;
-3056;-1818;-2;-120;
-2866;-1741;-2;-121;
-2770;-1786;-2;-122;
-2798;-1918;-2;-124;
-2356;-1768;-2;-126;
-2999;-1875;-2;-122;
-2904;-1756;-2;-121;
-2822;-1815;-2;-122;
-2696;-1712;-2;-122;
-2588;-1771;-2;-124;
-2509;-1757;-2;-125;
-2246;-1725;-2;-127;
-2438;-1628;-2;-123;
-2334;-1717;-2;-126;
-2330;-1744;-2;-126;
-2342;-1758;-2;-126;
-2408;-1739;-2;-125;
-2273;-1702;-2;-126;
-2216;-1713;-2;-127;
-2238;-1771;-2;-128;
-2070;-1681;-2;-129;
-1892;-1668;-2;-131;
-1753;-1742;-2;-134;
-1722;-1739;-2;-135;
-1721;-1610;-2;-133;
-1528;-1565;-2;-135;
-1473;-1580;-2;-137;
-1489;-1630;-2;-137;
-1446;-1644;-2;-138;
-1524;-1707;-2;-138;
-1442;-1700;-2;-139;
-1464;-1652;-2;-138;
-1573;-1653;-2;-136;
-1613;-1642;-2;-135;
-1657;-1626;-2;-134;
-1624;-1671;-2;-135;
-1742;-1690;-2;-134;
-1976;-1904;-2;-133;
-1636;-1603;-2;-134;
-1775;-1755;-2;-134;
-2026;-1685;-2;-129;
-1828;-1672;-2;-132;
-1882;-1661;-2;-131;
-1819;-1751;-2;-133;
-1767;-1658;-2;-133;
-1959;-1682;-2;-130;
-2004;-1698;-2;-130;
-1987;-1720;-2;-130;
-2017;-1648;-2;-129;
-2084;-1682;-2;-128;
-2087;-1646;-2;-128;
-2063;-1737;-2;-130;
-2159;-1653;-2;-127;
-2168;-1772;-2;-129;
-2150;-1716;-2;-128;
-2205;-1673;-2;-127;
-2207;-1651;-2;-126;
-2147;-1697;-2;-128;
-2118;-1683;-2;-128;
-2133;-1670;-2;-128;
-2213;-1634;-2;-126;
-1849;-1787;-2;-134;
-1761;-1549;-2;-131;
-1873;-1705;-2;-132;
-1946;-1688;-2;-130;
-1768;-1695;-2;-133;
-1904;-1643;-2;-130;
-1739;-1645;-2;-133;
-1818;-1686;-2;-132;
-1271;-1738;-2;-143;
-1573;-1473;-2;-133;
-1621;-1709;-2;-136;
-1383;-1659;-2;-140;
-1337;-1654;-2;-141;
-1333;-1593;-2;-140;
-1223;-1640;-2;-143;
-1104;-1545;-2;-144;
