-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
-12;-13;0;0;
